,total_count,tfidf_rate
aurealisawards,1,0.43162381705976705
aures,2,0.6988390721683855
aurescu,1,0.40961795225240044
aurging,1,0.5209511126952453
auricular,1,0.3749447765147982
auriculata,1,0.3551398657916154
auris,2,0.8943829623351305
auro,1,0.5191953331622796
aurobindo,2,0.8916899165580745
aurobindopharma,2,0.834704237611678
aurora,15,6.39895610934748
aurorapd,1,0.3960030968270089
aurther,1,0.5216904617647117
ausarmy,1,0.4592864212333812
ausbiz,3,1.511801508220863
ausborderfarce,1,0.48722360439051293
auschwitz,1,0.4396978435021299
ausecon,1,0.673461767337649
auskorea,1,0.5200167079701651
auslan,1,0.5420759145834926
auslaw,1,0.6728880737754998
ausmedia,5,2.4710251658091584
ausopen,2,0.9672122634248541
auspex,1,0.40636918310988346
auspicious,17,6.396536341326613
auspol,349,132.293122112684
auspolsocorrupt,2,1.0125307226795495
auspost,1,0.55807005887308
aussie,42,17.431195933572273
aussieed,1,0.45348202950911976
aussiemusic,1,0.4262624483973569
aussieq,2,1.1020465549268534
aussieuprisingiscoming,1,0.834516350116759
aust,18,8.353269410923295
austan,1,0.595081875603446
austax,1,0.4549784930286717
austerity,29,12.819737859107505
austin,42,15.763781234640568
austincreatives,1,0.48101035749819393
austinpeay,1,0.4639746248143784
austintexas,9,4.184437253989744
austr,2,0.975488756544986
austra,5,2.1457126192901526
austraiia,1,0.4215001559474466
austraila,1,0.5052787174513454
austral,4,2.3045336859065806
australasi,1,0.5538437159143725
australasia,2,0.9875651518448534
australi,3,1.3638690930419446
australia,840,267.9443780968313
australiaburning,1,0.46539083534863945
australiahotels,1,0.4675256933281368
australian,303,102.31675328359844
australianeducation,1,0.4824675996033759
australianews,1,0.6304588226708506
australianopen,3,1.5448135731793402
australiansinfilm,1,0.4762056875472884
australiapm,1,0.5354245860878372
austria,45,20.749339440680977
austrian,4,1.733034888503612
austrianpost,1,0.4420911146304643
ausunions,1,0.5968925348023159
ausvwi,1,0.4684195758612237
auth,7,3.2151842554188153
authent,1,0.5306629429764256
authentic,15,6.626273720828615
authentically,1,0.5582071018614704
authenticat,1,0.5435745011961214
authenticate,1,0.5980837246429979
authentication,3,1.3700671811304266
authenticity,11,4.521365152027375
autho,5,2.2265006149264224
author,105,36.887716759685375
authorassists,4,2.147729139026612
authorative,1,0.603977253542343
authored,14,5.8728331078787335
authori,3,1.361683097972704
authorisation,15,7.374985137510512
authorise,2,0.9011327403903515
authorised,8,3.594646882529661
authorises,1,0.7668451928963602
authorising,1,0.5141993360709342
authorit,1,0.4985562912239488
authorita,1,0.4983847220473167
authoritaria,2,0.910340561940155
authoritarian,23,10.311024981746474
authoritarianism,16,7.8237400568511895
authoritative,3,1.6633661310513599
authoriti,1,0.45224158951578697
authoritie,1,0.48908031071194324
authority,400,130.95062982893825
authoriz,2,1.0244971961644058
authorization,42,18.289450433349565
authorize,167,75.39597741170354
authorized,21,9.1467386937889
authorizes,11,5.803511756431013
authorizing,2,0.9069060428715934
authorsofinstagram,1,0.4267682296714464
authorsresponse,2,0.9069657513859947
authourity,1,0.4655032627343451
autism,37,15.677668098659712
autismawareness,1,0.6809087930802857
autistic,6,2.997281332075789
auto,48,17.48378839664397
autobahn,1,0.4717919314664685
autobiography,2,0.9525555182896861
autobodypaint,1,0.3850330045454874
autobodyrepair,1,0.3850330045454874
autobodyshop,1,0.3850330045454874
autocad,2,0.7961076887679452
autocollision,1,0.3850330045454874
autocorrecting,1,0.4650018644372444
autocracy,5,2.3159892146347105
autocratic,1,0.6260904814722035
autocratically,1,0.48086020686717107
autodesk,1,0.5006497173851451
autoelectrical,1,0.5321150006116733
autofan,1,0.47846790751397134
autogigdiagnoses,1,0.4792088101404957
autogigtv,1,0.4792088101404957
autograph,7,3.5160109100977923
autographed,3,1.3945783738329318
autoimmune,11,5.044674677635911
autoimmunedisease,1,0.5218162552428984
autoindustry,2,1.2125459183775558
autoinflammatory,1,0.46079485719217156
autom,1,0.4852234056763717
automa,1,0.5371290001037081
automaker,1,0.4831085666274767
automat,3,1.1372441927022623
automate,6,2.710688014302535
automated,17,6.953990775492186
automati,1,0.3925465151217979
automatic,29,11.032712870417242
automatically,19,8.27883639588302
automating,2,0.9129114686909704
automation,53,20.705544804366898
automationindustry,1,0.43870911123218836
automationjourney,1,0.5788999443956522
automatize,1,0.4587517467107545
automl,1,0.4879186690190146
automobile,9,3.99726085496031
automobileengineers,1,0.4792088101404957
automotive,22,9.83920741287092
automotiveindustry,1,0.4438797510055135
autonews,1,0.35112066097358263
autonomo,1,0.499235057422902
autonomous,28,10.877964653879678
autonomousdriving,1,0.5345219034977471
autonomously,1,0.3808759062098016
autonomousvehicles,2,0.9784404853228396
autonomy,9,3.4945476462565708
autopay,1,0.48574781699137126
autophagy,1,0.5053280654073022
autopilot,3,1.3553984967393409
autopsie,1,0.437668346957398
autopsied,1,0.4617525701857806
autopsy,21,8.694910432304363
autorace,1,0.4184376355924083
autorickshaw,1,0.49256289288852
autorithy,1,0.5363313206987379
autorities,1,0.5636118296841208
autospies,1,0.3990837360883488
autotech,1,0.47200278532057166
autox,1,0.436804621652371
autoxify,1,0.4376415322967746
autu,1,0.39273616311191367
autum,1,0.4641545429141108
autumn,37,14.65060647724348
auviews,1,0.6475942827670484
auxi,1,0.4805343630657501
auxier,1,0.5851044407954228
auxil,1,0.4989836042624831
auxiliary,1,0.44398046195447216
auxora,1,0.4634271660524758
avaaz,2,1.0183329186561045
avac,1,0.5102570344256285
avaccine,1,0.5166610425952455
avacta,2,0.9357917976096506
avai,13,5.144863638571938
avail,36,14.301742679057655
availa,10,4.526980469952939
availab,12,5.459564820995392
availabili,1,0.4637844971371946
availability,68,28.141269322728267
availabke,1,0.5476178573767174
availabl,11,5.009487088047739
available,1036,310.91461557936304
availablity,1,0.5490246533602616
availed,1,0.5443257335568085
availing,2,1.0798158402478601
availjaksel,1,0.4073052775618489
avalanche,4,2.150045654000401
avaliable,2,0.8796941368377722
avalon,1,0.4017374662325417
avance,1,0.393163084431212
avangard,1,0.4703690991536153
avanthi,1,0.46278173163723585
avaricious,1,0.45250876982930965
avasive,1,0.36381556967432904
avatar,8,3.4313003940795572
avaya,1,0.4397488919445078
avct,5,2.206412788909115
avdullah,1,0.4480271118064375
avekin,1,0.46033315498556854
avelleda,1,0.48451376732642853
avenfieldapartments,1,0.46979056799585006
avenger,11,5.028770685211011
avengersbeta,1,0.45704732758949235
avenidabrasil,2,0.681918365748219
avenova,1,0.47856385600291346
aventura,5,1.9292981607559239
avenu,1,0.4619413935933572
avenue,24,9.567695575101398
avenueq,1,0.37473069990800206
avenuesupermarket,1,0.4261817178171276
aver,2,0.976540218040054
avera,3,1.6107113999187983
averag,3,1.5884492071863883
average,408,146.12843109869374
averaged,12,6.118079845139266
averaging,16,7.632667905998366
avers,3,1.2889948102309614
averse,3,1.2879049804791773
avert,10,4.450937789617828
averted,4,1.793165653502545
avery,1,0.5438580930070446
avfc,2,0.7963703186610982
avfca,1,0.7406048063432344
avgador,1,0.4219771778283414
avgeek,5,2.2604994922720687
avgeeks,1,0.4304453939187122
avgr,1,0.4181769212646055
avgs,5,2.3237994177179
avialable,1,0.6204517263977312
avian,2,1.0877440619190457
avianinfluenza,1,0.40215321281678795
aviat,1,0.45932368193048706
aviation,95,35.449046147248275
aviationdaily,1,0.42019819711066725
aviationindustry,1,0.5413257463312247
aviationnews,1,0.4189826767890677
aviator,1,0.3698923061802776
avid,3,1.2338212805975455
avidity,1,0.3881116625200242
avifavir,4,2.1925754395007195
avigan,11,5.46721217388257
avigna,1,0.5438007760247772
avila,1,0.43338982063292686
avinash,3,1.3254824169604487
aviptadil,8,3.1116025871049815
avis,2,0.9042057749479001
avitsummit,1,0.40850999728107146
aviv,4,1.990995289211984
aviva,5,2.449324371097224
avlidna,1,0.5356379397664612
avlnews,1,0.4526739679825409
avobanter,1,0.616081424253593
avocado,6,2.3286314558583516
avoi,5,2.2427077217481566
avoid,451,145.7479673483235
avoidable,17,8.253500231398398
avoidance,6,2.5847440238208956
avoidcrowds,2,1.0256297302880824
avoide,1,0.4786490444519035
avoided,31,13.461166205349702
avoidgatherings,1,0.39702414923794777
avoidin,1,0.5009354693463918
avoiding,49,20.471070058208877
avoidingthequestion,1,0.6044892286439343
avoids,6,2.4959926510793204
avoidunnecessarytravel,2,1.0293770626648493
avold,1,0.447174330923665
avon,8,3.415630220362906
avondale,1,0.5373614859039333
avonindia,1,0.4056452579654746
avonlake,1,0.47294490546406537
avonmouth,1,0.40860557901961275
avonturen,1,0.4740902974492237
avrillavigne,1,0.4194925272760306
avry,1,0.4973702554318266
avsar,1,0.47284783423333854
avtaar,1,0.39605189326288687
avtar,1,0.4818179230422623
avtweeps,1,0.5518017104931559
avuthundi,1,0.4381956838483478
avvisodigaranzia,1,0.4678874529274327
avxl,2,0.6356611366032026
awad,1,0.5113200748841945
awagner,1,0.4067635321447176
awai,1,0.47224551220147676
await,25,10.53965861747978
awaite,1,0.49800585153071336
awaited,21,9.608877354304969
awaiti,1,0.6594761295381582
awaiting,46,20.094032593164226
awaitingdispatch,1,0.5080867603323942
awaits,16,7.092127341783839
awak,1,0.5268993505649542
awake,19,8.425335127441544
awaken,1,0.48462791965798
awakened,2,0.8733317631080568
awakening,12,5.745249177248664
awakentoself,1,0.3613037921795044
awamaridi,1,0.5165822352386745
awami,1,0.37411035639634166
awamileague,2,0.913262630326545
awani,4,1.8975580235119012
awaninews,10,4.269384345570396
awanipagi,14,5.904753620560082
awar,5,2.355489608325594
award,127,43.32285735628633
awarded,63,22.906675136846676
awardee,2,0.947524102870573
awarding,7,3.2688248672371714
awardwinning,16,6.2139879753599585
aware,160,60.40650416689741
awaren,1,0.4634485959276523
awarene,3,1.3564313592667945
awarenes,1,0.6316515184794347
awareness,251,84.80183346744745
awarness,1,0.43357816740453853
awash,1,0.5070973994061794
awat,1,0.4689899078118671
away,987,294.0311446939724
awaybyremi,3,1.480365420499211
aways,2,1.0260894128989289
awea,1,0.4406943498573165
aweful,2,0.9373376849693287
aweso,1,0.5097643515876931
awesome,158,59.5102007173538
awesomeness,3,1.4915272511370155
awesomerawson,1,0.4810614634228295
awfu,2,1.2424235599383069
awful,64,26.92739136935767
awfully,3,1.3679516000272842
awhad,1,0.48881381229547866
awhile,11,5.849695525095583
awhileforum,4,1.6672768030817093
awka,2,0.8571766677413096
awkward,19,8.333698904405765
awkwardness,1,0.4940412298217569
awoke,1,0.4817080352046511
awol,2,1.193919527023681
awon,1,0.5584149931208923
awoof,2,0.7684350146472789
awour,1,0.41371541586486316
awry,3,1.5490106155864185
awsar,1,0.3564517489278959
awscommunity,1,0.4863822008017199
awsm,1,0.40585718287344297
awsome,4,2.0182569732419107
awunu,1,0.43315225799764956
awuor,1,0.47975713748123133
awuoro,1,0.5235348804870803
awusa,1,0.4449699670952295
awwe,1,0.5364223427780322
awww,2,1.0175556966762502
axed,8,3.749313065843915
axel,2,0.8129947285390655
axgt,1,0.37040752468700805
axial,1,0.396023493267952
axiata,1,0.3473723284378416
axiawoodbury,1,0.47324437583301476
axing,1,0.4443821024762211
axios,11,5.240638369339428
axiosonhbo,8,4.089627392186862
axis,16,6.815942093765232
ayaan,1,0.4238444071591266
ayahuasca,1,0.47297246050172326
ayala,4,2.218371751210928
ayalas,1,0.43080370908387067
ayali,2,0.8416065072924788
ayanda,1,0.5470639912932982
ayatanacoorg,1,0.5205668719108435
ayatollah,4,1.7892126193212898
ayatollahi,1,0.45320826567286177
aycliffe,1,0.5025600259062953
ayebale,1,0.41097353447028595
ayee,1,0.6014610248450596
ayega,1,0.2896763809376407
ayelet,1,0.44659770475017607
ayen,1,0.3803102628278262
ayenge,1,0.3843089874410586
ayes,1,0.47978904598309907
ayeshaarabella,1,0.611413150697252
ayeye,1,0.569733654902883
ayianapa,1,0.4689764176571274
ayilak,1,0.38403528726768776
aylein,1,0.5640563640383424
aylmer,1,0.5627862284785597
ayodhya,39,14.930531806463957
ayodhyabhoomipoojan,2,1.4834204452279027
ayodhyabhumipujan,1,0.5215218564478457
ayodhyarammandir,6,2.697847363432459
ayodya,1,0.4340238429444193
ayojan,1,0.41824862360032034
ayres,1,0.4547919854445444
ayro,4,1.2169394547442614
ayrshire,1,0.592013762277102
ayse,1,0.443149755653137
aysrh,3,1.3654396962840902
ayub,1,0.3790038234973535
ayuda,1,0.41739837017916714
ayudabiblioteca,1,0.5235204759728758
ayuhmanbharat,1,0.37909213812875847
ayurved,3,1.2402139720804097
ayurveda,23,9.551171042316076
ayurvedic,9,3.743453129299867
ayurvedicproducts,1,0.5502700561268637
ayush,8,3.2167685482092137
ayushman,1,0.49195194997608005
ayushmanbharat,1,0.4872258452579274
ayushmanbharathwc,1,0.49760200337711563
ayyappa,3,1.241616737926692
ayyey,1,0.3641053858828225
ayyy,1,0.5018737032374871
azaab,1,0.4557277953999234
azaadi,7,3.0963407276683164
azadirachta,1,0.3843610103265801
azam,1,0.4354816168501674
azania,1,0.5430653672452559
azanian,1,0.39097476159689987
azar,26,10.525804405415803
azarbad,1,0.3636257035851729
azdhs,1,0.6511763284323477
azeez,2,0.8028631840375333
azerbaijan,21,9.934691966200145
azerbaijani,3,1.222761680642046
azerbaijanwantsjustice,1,0.5189465813066103
azgov,1,0.6644173517477665
azha,1,0.4787928821801936
azharali,1,0.43526431926324055
azikiwe,1,0.39650003639787096
azikwe,1,0.42698954051497234
azilo,2,0.8674740874048316
azimjon,1,0.45672065090288533
azith,1,0.45077635926153614
azithr,1,0.5513330562510984
azithro,2,1.0946579713522597
azithromiacin,1,0.48546539533551986
azithromycin,22,10.337028481452604
aziz,1,0.4273517918716482
azmat,1,0.49549764020763487
azmeer,1,0.43688560407337074
azmin,1,0.4440692849529598
azour,1,0.4415747362955212
azpol,1,0.4458419919169628
azstar,1,0.5403077940866381
aztec,2,0.9308672102924582
azules,1,0.3763330843619864
azuma,1,0.8482763963132418
azur,1,0.533359634688041
azure,12,4.472885998154082
azurefamily,2,0.7686740733378383
azurite,1,0.4480779966694136
azythromycin,1,0.49237631931218995
azytromicyne,1,0.49930207203382787
azzurra,1,0.4415636663685911
baaad,2,0.9092804159112298
baad,1,0.39367964142031897
baada,1,0.3215027197602416
baadhshah,1,0.4734508206371764
baaghinews,1,0.6838102135783248
baaghitv,16,8.476627778039024
baagundu,1,0.6360160929995674
baahubali,15,7.483303128210089
baaki,1,0.5390868239917196
baako,2,1.0020820588936015
baala,1,0.43149616074358016
baalbek,1,0.5218894022496634
baap,1,0.3957637528702661
baapa,1,0.581302162510282
baarakallahu,1,0.43315225799764956
baat,38,14.063803041566636
baba,17,7.185868543193006
babacar,1,0.4847345937606673
babaji,1,0.5190431269995053
babajide,7,2.827594548405588
babar,1,0.4354816168501674
babarazam,1,0.4354816168501674
babatope,1,0.5190386568856081
babatunde,2,1.3856100457261966
babble,1,0.4369328897433135
babe,9,4.3457483434303175
babel,1,0.3943268160315309
baberton,1,0.4554329029051012
babetrayal,6,2.828739246520664
babi,1,0.3570889513734491
babington,1,0.47268811776366393
babita,1,0.5206764484718875
babivako,1,0.5446369479887124
baboon,2,0.7755920541519503
babrimasjid,1,0.47135047006265535
babrimasjidawaitsjustice,1,0.47135047006265535
babu,4,1.9280695428096137
baby,287,93.45780551294223
babyboom,1,0.5273033754750476
babyboomerbust,6,2.6506043042123983
babyboomers,5,2.2786654886565616
babyboy,2,0.7422121360784111
babycorn,1,0.3994598370169375
babygirl,2,0.6708609146915983
babygirlnf,1,0.5058020715163493
babyjails,1,0.4873843579368753
babykato,1,0.365137039051229
babylivesmatter,1,0.47271355662730996
babylon,2,0.9819585204319943
babylonbee,1,0.40198636646123637
babypenguin,1,0.43981134090422064
babyshots,1,0.601189451053544
babysit,1,0.5030509010229952
babysitter,3,1.4235394622272852
babytimebomb,1,0.5683037238446947
babytrump,1,0.5303157011652279
babyyoda,1,0.6074552611910623
babyyodamemes,1,0.6074552611910623
babyzoomers,1,0.4685496164063532
bacardi,1,0.3973635734057757
bacc,1,0.6502470169413367
baccalaureate,2,0.9725208802299377
bacchan,1,0.6198671712273247
bacche,1,0.3843089874410586
bacchusmarsh,1,0.5460326107005342
bach,3,1.449442521367708
bacha,1,0.3553873687502417
bachchan,36,15.520823268405968
bachchanfamily,1,0.5117053594505347
bachchans,1,0.7969842218413964
bachchansbeatcovid,1,0.6124188503561123
bache,1,0.5011494824456362
bachega,1,0.31629113932288505
bachegi,1,0.4580816569307601
bachelor,2,0.7930049474462018
bachelorette,1,0.6190855908303637
bachelorparty,2,0.7653910117932584
bachhe,1,0.4169029757040973
bachna,1,0.3491808498244842
bachne,1,0.4815011307502867
bacho,2,0.7644015466616243
bacille,1,0.4766977215202917
back,2902,732.5576597902676
backatoffice,1,0.5208586394415257
backb,1,0.5707878330784899
backbench,1,0.4191974959556431
backbencher,1,0.5156012293458725
backbo,1,0.4640725104530982
backbone,24,9.872382875761067
backbox,1,0.4664886615335622
backbritainscoaches,1,0.48355960273981624
backcodo,1,0.47526591996512535
backcountry,1,0.45249893045953543
backdating,1,0.5606705385664337
backdoor,2,1.3279179394217455
backdown,1,0.5124904553865856
backdrop,10,4.192074652061711
backe,1,0.5686341359026371
backed,52,20.51168009777221
backend,2,0.873774089082098
backer,5,2.5330046603681824
backfire,3,1.5455619832890894
backfired,1,0.49858355810631955
backfiring,2,1.0333708512927897
backflip,1,0.47261291594187405
backgammon,1,0.5552686771743881
backgrou,1,0.5002886120923125
backgroun,1,0.6627123019977136
background,36,14.43633825989006
backgroundchecks,1,0.5567578452511862
backgroundremoval,1,0.5522248071209349
backhand,1,0.45835403114644047
backhome,2,0.8059027456103334
backin,2,0.9765715815599757
backinblack,3,1.596688232532804
backing,26,11.341925691433627
backkk,1,0.8724591840724765
backlash,18,7.911864244458164
backlight,1,0.3664266577231325
backlit,1,0.3831893946372841
backload,1,0.4906094374734786
backlog,28,12.268470729431586
backlogged,6,3.3339251275833055
backoffbuddy,1,0.4569400996755913
backonthebull,1,0.6339461046868056
backorder,1,0.46151688260591983
backpa,1,0.476642795057201
backpack,10,4.050685370680183
backpacker,2,0.9041068876737809
backpackerdoctor,1,0.4373013443065418
backpain,2,0.7725491149016426
backpedaled,1,0.5966694909326234
backpeddle,1,0.8749414379289693
backriding,1,0.5240217031615345
backroom,2,1.04544112988525
backroombarryobama,1,0.3733655220850604
backscreens,1,0.6236102508727109
backsea,1,0.5396560415738866
backseat,4,2.045868067839814
backslide,2,0.9784481126755286
backsliding,2,0.995227423530163
backstage,2,0.8095755641359522
backstory,2,0.9580923959149414
backstroke,1,0.47104397837235923
backtheblue,5,2.6072809626154623
backthefrontline,2,1.1093241966387113
backto,1,0.5500300571165287
backtobusiness,1,0.6823454809812851
backtonormal,2,1.3340081783508217
backtooffice,1,0.58353070850903
backtooldnormal,1,0.6111730429219905
backtoschool,156,60.87799056048635
backtoschoolmonth,1,0.4936392346221252
backtoschoolplanning,5,2.3264170766533594
backtoschoolsafely,5,2.589380396196484
backtoschoolwiththetoriesinseptember,1,0.4478233107202533
backtothefuture,2,0.9394598192940223
backtothefuturepast,1,0.4873260637850823
backtowork,15,6.533392538833528
backtoworksafely,2,1.0803730683617623
backtracking,3,1.6979015933091048
backtracks,1,0.49986893792058
backup,9,4.107642972749959
backward,9,3.7916252489587485
backwards,12,5.998720770786657
backwoods,2,0.9121281480500194
backyard,28,11.602709276648577
bacolod,2,1.0183593499299972
bacon,4,1.7636398387491372
baconators,1,0.473847109552324
bacow,1,0.5255040946562509
bacsue,1,0.6738012056522561
bacte,1,0.46764554761190813
bacter,1,0.45819762416472726
bacteria,36,14.604318515314363
bacterial,7,2.820958864731256
bacteriam,1,0.7229828528884701
bacteriophage,4,1.8877677657340772
bada,1,0.43312068801574494
badagan,1,0.4334475682885511
badai,4,1.9819784727297358
badal,1,0.3564517489278959
badalne,5,1.863992513947953
badalona,6,4.242640687119286
badambadi,1,0.526114157007944
badano,2,0.9078522521739576
badasankha,1,0.43098531687282576
badass,1,0.43121545911286274
badawy,1,0.5237351066446474
badayetechtw,2,1.0462386387604834
badazz,2,0.7585077740960037
badboy,1,0.47157381317692826
badbustrips,1,0.5085738566774411
badcomedian,1,0.45589251308608025
baddecisions,1,0.6814942472019512
baddest,1,0.5836044644677734
baddi,7,2.615981146450308
bade,1,0.4137922940132207
badeconomy,1,0.4528602427666769
bader,2,0.937364461166643
badgam,1,0.5247912893980161
badge,15,6.646056932159042
badger,1,0.7337047025219041
badgered,1,0.4425909025760559
badgradestrump,2,0.920246167625676
badhte,1,0.4307572463788308
badl,2,0.8589610700472445
badly,64,25.600540783621582
badminton,8,3.192867865008309
badmood,1,0.4777956336114255
badnewsforcovidcrats,1,0.5306075325367641
badolato,1,0.4254915783834275
badseeds,1,0.5944924394666973
badthings,1,0.39829646959404064
badvibes,1,0.6005096178702186
badyear,1,0.4346505344662333
baebing,1,0.49810595992415324
baefamilyvacation,1,0.4322712753327715
baefamvacay,1,0.4322712753327715
baehr,1,0.5104105758253805
baekhyun,1,0.3718557314876213
baes,1,0.46942426180828434
baeth,1,0.43697224740120894
baez,1,0.4940634098553803
bafemsd,1,0.45114961046191276
baferd,1,0.45114961046191276
bafethu,2,0.6445855429774964
baff,1,0.7371888881966955
baffle,4,2.064952076547155
baffled,9,4.010468090713062
baffling,7,3.345271720872782
baffoon,2,1.138951785182695
bafoon,1,0.5750011242044406
baftas,1,0.523275698425369
bagadia,2,0.8505592976851013
bagalkot,2,1.0791371586094476
bagaria,1,0.34478840330442273
bagatelle,1,0.4431267469518221
bagatsing,2,0.9021901797005347
bagdogra,4,1.8311839981633393
bagel,3,1.3002115088731265
baggage,7,3.056454964793533
bagged,5,2.4130675355218143
bagger,3,1.4584871856219879
bagging,5,2.5183671150294304
baggy,1,0.4697559123154844
bagh,5,1.9305720205756296
baghdad,4,1.9416209746523405
baghdadairport,1,0.5178247756903496
baghdadpost,5,2.826484167605473
baghel,2,1.113726215460258
bagla,1,0.3647030034666397
bagladesh,1,0.4808592641606505
baglung,1,0.464907362875297
bagman,2,0.9877861958658356
bagmati,1,0.4197469626856569
bago,1,0.49213107348479634
bagong,1,0.44454375213520014
bagovatle,1,0.3621464796905154
bagpipe,1,0.5217755538396787
baguette,1,0.5479851528913677
baguio,7,2.861932334424103
baguiocity,1,0.5013585557021035
bagyong,1,0.4406314137720412
baha,1,0.5927464247474721
bahaha,2,0.9722928671732366
baham,1,0.4575925734441967
bahamas,21,11.244879193034377
bahar,1,0.4680906953537013
bahati,1,0.36216781249870383
bahawalpur,1,0.6919076662593753
bahaynihan,1,0.5748864940718598
bahdouch,1,0.43641321051079873
baheti,2,1.0494806675509842
bahia,1,0.5695061941030664
bahl,2,1.021603502989315
bahlali,1,0.5226671952327707
bahrai,1,0.49749962472198755
bahraich,2,0.8181492989029168
bahrain,32,14.855194262029844
bahraini,5,2.8535917421548835
baht,3,1.352043838123905
bahubali,2,0.9436705332321473
bahut,2,0.8662744484762674
baicker,1,0.3966744907650718
baidoa,1,0.5940285852020328
baidos,1,0.4160374119800272
baidu,1,0.46819317483594536
baig,1,0.388963535131776
baihata,1,0.4471562679807594
baijal,2,0.949170158222516
bail,25,10.142236330478394
baile,1,0.48809429679819505
bailed,3,1.5073812204762274
bailey,8,3.6197085731260277
bailing,6,2.9777313513465353
baillieston,1,0.4535880324933955
bailout,16,7.784726899509798
bailouthumans,3,1.1893921688650604
bailoutpeople,1,0.48323369306253944
bailouts,27,12.499005146520647
bailreform,1,0.4648324666680595
baim,1,0.37444480444634687
bain,9,3.6580044738871695
bainalerts,6,2.5350573991678513
bains,1,0.4404718052135784
baird,1,0.5006024534737633
baisball,1,0.4544097391641228
baisoya,1,0.5906487943586307
bait,9,4.184765840698109
baited,1,0.5140505939250384
baiters,1,0.4033859164260626
baix,1,0.37974227815785777
baja,1,0.39522042141978997
bajaj,5,2.035886076854256
bajajauto,1,0.46249070782826324
bajajfinance,1,0.4808906324414444
bajao,6,2.577602430770345
bajar,2,0.8490388096050725
bajaur,1,0.3660538322745838
bajed,1,0.49083198091031005
bajramigram,1,0.4749114376456959
bajwa,1,0.3917925699655259
bakarwal,3,1.1121890109417933
bakary,1,0.5055240665200924
bakaya,1,0.34478840330442273
bake,5,2.2744126260638406
bakebean,1,0.35880216322973163
baked,8,3.725178940062004
bakefromscratch,1,0.5088619297398338
bakeoff,1,0.3668841010526236
baker,39,15.37318176156798
bakersfield,3,1.5401906332109152
bakery,9,4.121685762071213
bakeryproducts,2,0.7254234258144345
bakes,1,0.4056165392091529
bakewells,1,0.38290460751855115
bakhts,1,0.5100793701484497
baki,1,0.4366308451474973
baking,11,4.525243807053267
bakingpowder,1,0.37115060414319523
bakit,1,0.4302374501615787
bakon,1,0.43794645756423334
bakora,1,0.4042934594086332
bakra,2,0.9081098689889915
bakraeid,1,0.4533729431763745
bakreste,1,0.4521070211099136
bakri,2,0.892428181675206
bakrid,3,1.2381780930235786
bakrieid,3,1.3892596967570487
baku,3,1.478008196969269
bakunamatata,1,0.5721172816094756
bala,4,1.5033959960438423
balachandra,1,0.38760966132156593
balaclava,1,0.47829190737676225
balaji,6,2.4233760788212715
balakotairstrike,1,0.4828164918204685
balala,1,0.38117536890545484
balan,4,2.0335269270924043
balanc,2,0.9454989107307104
balance,79,30.88645770120186
balanced,32,14.023309374872772
balancesheets,1,0.5041245342964983
balancing,15,6.428690357453348
balangir,3,1.5794191384608218
balaporia,1,0.47532869652699783
balarabe,1,0.4332768305060643
balasinor,1,0.40234469872550327
balasore,16,7.9855021641747035
balasubrahmanyam,5,2.3339281156721796
balasubramanian,1,0.4545453700504693
balasubramanyam,2,1.0114128996869183
balata,1,0.37256343990400387
balbir,8,3.002287797430121
balboa,1,0.4032641524991114
balboapark,1,0.4533316637078368
balbriggan,2,0.9471275349019206
balcony,16,7.257194212908989
bald,6,2.9883641615848857
balding,2,0.8141804187484287
baldly,1,0.4262970954545068
baldness,2,1.0962063258017118
baldwin,3,1.3816789392591062
bale,2,0.9677258283301334
balear,1,0.47380863698624115
baleares,1,0.3466344082772902
balearic,3,1.4642688031069158
balearicislands,1,0.43052037580500235
balearics,1,0.5451531358261832
baler,2,0.8993007628034838
baleria,1,0.40566116341303393
balewadi,1,0.5530932310254665
baleyan,1,0.5143628155282399
balfour,5,2.0963590650026847
bali,46,18.487851906458975
balia,1,0.4318487215739322
baliapal,1,0.4984503643595881
balighar,2,0.8359845083300761
baliguda,1,0.46113179102994667
baliguma,1,0.4835128363389829
balik,1,0.5395643649130752
balilendir,1,0.4762015149207538
balivada,2,0.8886488625825796
balizko,1,0.26058882768742964
balk,2,0.958008719916871
balkan,2,1.118945197131327
balked,1,0.5524760244653196
balkingpo,1,0.5322738138869665
ball,110,41.51706868809345
ballachulish,1,0.6094331585896425
ballad,2,1.0957820181135642
ballal,1,0.5915695716570275
ballarat,5,2.153524345165411
ballard,1,0.5784111671886472
ballari,3,1.3732663419008504
ballast,1,0.38859184951470305
balled,2,1.0208070748699418
baller,1,0.4352294623622193
ballet,5,2.0618169664866093
ballgame,2,1.004337579953957
ballia,3,1.2374495006936514
ballin,1,0.4461202120891361
ballina,1,0.494769431640176
ballinabrackey,1,0.42312692807237684
ballinacurra,1,0.4922517576797453
ballista,2,0.8871683597452492
ballistic,4,1.671633002880472
ballmer,1,0.7055393157258663
ballmetalpack,1,0.5101257117353579
ballons,1,0.790529014048223
balloon,17,6.715461575407516
ballooned,1,0.5065115666070792
ballooning,2,0.9409874884596723
ballot,73,27.375157684172255
balloted,1,0.5654901446097407
balloting,2,0.9106221915524675
balloux,1,0.37593273966142327
ballpark,2,1.017836965511893
ballpit,1,0.5088357467251965
ballplayer,2,1.2009938831571074
ballwin,1,0.36672220823623947
